H1,אָב
H4839,מָרָק
H4840,מֶרקָח
H4841,מֶרקָחָה
H4842,מִרקַחַת
H4843,מָרַר
H4844,מְרֹר
H4845,מְרֵרָה
H4846,מְרֹרָה
H4847,מְרָרִי
H4848,מְרָרִי
H4849,מִרשַׁעַת
H4850,מְרָתַיִם
H4851,מַשׁ
H4852,מֵשָׁא
H4853,מַשָּׂא
H4854,מַשָּׂא
H4855,מַשָּׁא
H4856,מַשֹּׂא
H4857,מַשׁאָב
H4858,מַשָּׂאָה
H4859,מַשָּׁאָה
H4860,מַשָּׁאוֹן
H4861,מִשׁאָל
H4862,מִשׁאָלָה
H4863,מִשׁאֶרֶת
H4864,מַשׂאֵת
H4865,מִשׁבְּצָה
H4866,מִשְׁבֵּר
H4867,מִשְׁבָּר
H4868,מִשְׁבָּת
H4869,מִשְׂגָּב
H4870,מִשְׁגֶּה
H4871,מָשָׁה
H4872,מֹשֶׁה
H4873,מֹשֶׁה
H4874,מַשֶּׁה
H4875,מְשׁוֹאָה
H4876,מַשּׁוּאָה
H4877,מְשׁוֹבָב
H4878,מְשׁוּבָה
H4879,מְשׁוּגָה
H4880,מָשׁוֹט
H4881,מְשׂוּכָה
H4882,מְשׁוּסָה
H4883,מַשּׂוֹר
H4884,מְשׂוּרָה
H4885,מָשׂוֹשׂ
H4886,מָשׁחַ
H4887,מְשׁחַ
H4888,מִשׁחָה
H4889,מַשְׁחִית
H4890,מִשׂחָק
H4891,מִשׁחָר
H4892,מַשׁחֵת
H4893,מִשׁחָת
H4894,מִשְׁטוַֹח
H4895,מַשְׂטֵמָה
H4896,מִשְׁטָר
H4897,מֶשִׁי
H4898,מְשֵׁיזַבאֵל
H4899,מָשִׁיחַ
H4900,מָשַׁךְ
H4901,מֶשֶׁךְ
H4902,מֶשֶׁךְ
H4903,מִשְׁכַּב
H4904,מִשְׁכָּב
H4905,מַשְׂכִּיל
H4906,מַשְׂכִּית
H4907,מִשְׁכַּן
H4908,מִשְׁכָּן
H4909,מַשְׂכֹּרֶת
H4910,מָשַׁל
H4911,מָשַׁל
H4912,מָשָׁל
H4913,מָשָׁל
H4914,מְשׁוֹל
H4915,מֹשֶׁל
H4916,מִשְׁלוֹחַ
H4917,מִשׁלַחַת
H4918,מְשֻׁלָּם
H4919,מְשִׁלֵּמוֹת
H4920,מְשֶׁלֶמיָה
H4921,מְשִׁלֵּמִית
H4922,מְשֻׁלֶּמֶת
H4923,מְשַׁמָּה
H4924,מַשׁמָן
H4925,מִשׁמַנָּה
H4926,מִשׁמָע
H4927,מִשׁמָע
H4928,מִשׁמַעַת
H4929,מִשׁמָר
H4930,מַשׂמְרָה
H4931,מִשׁמֶרֶת
H4932,מִשׁנֶה
H4933,מְשִׁסָּה
H4934,מִשׁעוֹל
H4935,מִשׁעִי
H4936,מִשׁעָם
H4937,מִשׁעֵן
H4938,מִשׁעֵנָה
H4939,מִשׂפָּח
H4940,מִשׁפָּחָה
H4941,מִשׁפָּט
H4942,מִשׁפָּת
H4943,מֶשֶׁק
H4944,מַשָּׁק
H4945,מַשׁקֶה
H4946,מִשׁקוֹל
H4947,מַשׁקוֹף
H4948,מִשׁקָל
H4949,מִשׁקֶלֶת
H4950,מִשׁקָע
H4951,מִשׂרָה
H4952,מִשׁרָה
H4953,מַשׁרוֹקִי
H4954,מִשׁרָעִי
H4955,מִשׂרָפָה
H4956,מִשׂרְפוֹת מַיִם
H4957,מַשׂרֵקָה
H4958,מַשׂרֵת
H4959,מָשַׁשׁ
H4960,מִשְׁתֶּה
H4961,מִשְׁתֶּה
H4962,מַת
H4963,מַתְבֵּן
H4964,מֶתֶג
H4965,מֶתֶג הָ אַמָּה
H4966,מָתוֹק
H4967,מְתוּשָׁאֵל
H4968,מְתוּשֶׁלחַ
H4969,מָתחַ
H4970,מָתַי
H4971,מַתכֹנֶת
H4972,מַתְּלָאָה
H4973,מְתַלְּעָה
H4974,מְתֹם
H4975,מֹתֶן
H4976,מַתָּן
H4977,מַתָּן
H4978,מַתְּנָא
H4979,מַתָּנָה
H4980,מַתָּנָה
H4981,מִתנִי
H4982,מַתְּנַי
H4983,מַתַּניָה
H4984,מִתנַשֵּׂא
H4985,מָתַק
H4986,מֶתֶק
H4987,מֹתֶק
H4988,מָתָק
H4989,מִתקָה
H4990,מִתרְדָת
H4991,מַתָּת
H4992,מַתַּתָּה
H4993,מַתִּתיָה
H4994,נָא
H4995,נָא
H4996,נֹא
H4997,נֹאד
H4998,נָאָה
H4999,נָאָה
H5000,נָאוֶה
H5001,נָאַם
H5002,נְאֻם
H5003,נָאַף
H5004,נִאֻף
H5005,נַאֲפוּף
H5006,נָאַץ
H5007,נְאָצָה
H5008,נָאַק
H5009,נְאָקָה
H5010,נָאַר
H5011,נֹב
H5012,נָבָא
H5013,נְבָא
H5014,נָבַב
H5015,נְבוֹ
H5016,נְבוּאָה
H5017,נְבוּאָה
H5018,נְבוּ־זַראֲדָן
H5019,נְבוּ־כַדנֶאצַּר
H5020,נְבוּ־כַדנֶצַּר
H5021,נְבוּ־שַׁזבָּן
H5022,נָבוֹת
H5023,נְבִזבָּה
H5024,נָבַח
H5025,נֹבַח
H5026,נִבְחַז
H5027,נָבַט
H5028,נְבָט
H5029,נְבִיא
H5030,נָבִיא
H5031,נְבִיאָה
H5032,נְבָיוֹת
H5033,נֵבֶךְ
H5034,נָבֵל
H5035,נֶבֶל
H5036,נָבָל
H5037,נָבָל
H5038,נְבֵלָה
H5039,נְבָלָה
H5040,נַבלוּת
H5041,נְבַלָּט
H5042,נָבַע
H5043,נֶברְשָׁא
H5044,נִבשָׁן
H5045,נֶגֶב
H5046,נָגַד
H5047,נְגַד
H5048,נֶגֶד
H5049,נֶגֶד
H5050,נָגַהּ
H5051,נֹגַהּ
H5052,נֹגַהּ
H5053,נֹגַהּ
H5054,נְגֹהָה
H5055,נָגחַ
H5056,נַגָּח
H5057,נָגִיד
H5058,נְגִינָה
H5059,נָגַן
H5060,נָגַע
H5061,נֶגַע
H5062,נָגַף
H5063,נֶגֶף
H5064,נָגַר
H5065,נָגַשׂ
H5066,נָגַשׁ
H5067,נֵד
H5068,נָדַב
H5069,נְדַב
H5070,נָדָב
H5071,נְדָבָה
H5072,נְדַביָה
H5073,נִדְבָּךְ
H5074,נָדַד
H5075,נְדַד
H5076,נָדֻד
H5077,נָדָה
H5078,נֵדֶה
H5079,נִדָּה
H5080,נָדחַ
H5081,נָדִיב
H5082,נְדִיבָה
H5083,נָדָן
H5084,נָדָן
H5085,נִדנֶה
H5086,נָדַף
H5087,נָדַר
H5088,נֶדֶר
H5089,נֹהַּ
H5090,נָהַג
H5091,נָהָה
H5092,נְהִי
H5093,נִהיָה
H5094,נְהִיר
H5095,נָהַל
H5096,נַהֲלָל
H5097,נַהֲלֹל
H5098,נָהַם
H5099,נַהַם
H5100,נְהָמָה
H5101,נָהַק
H5102,נָהַר
H5103,נְהַר
H5104,נָהָר
H5105,נְהָרָה
H5106,נוּא
H5107,נוּב
H5108,נוֹב
H5109,נוֹבַי
H5110,נוּד
H5111,נוּד
H5112,נוֹד
H5113,נוֹד
H5114,נוֹדָב
H5115,נָוָה
H5116,נָוֶה
H5117,נוּחַ
H5118,נוּחַ
H5119,נוֹחָה
H5120,נוּט
H5121,נָוִית
H5122,נְוָלוּ
H5123,נוּם
H5124,נוּמָה
H5125,נוּן
H5126,נוּן
H5127,נוּס
H5128,נוַּע
H5129,נוֹעַדיָה
H5130,נוּף
H5131,נוֹף
H5132,נוּץ
H5133,נוֹצָה
H5134,נוּק
H5135,נוּר
H5136,נוּשׁ
H5137,נָזָה
H5138,נָזִיד
H5139,נָזִיר
H5140,נָזַל
H5141,נֶזֶם
H5142,נְזַק
H5143,נֵזֶק
H5144,נָזַר
H5145,נֶזֶר
H5146,נֹחַ
H5147,נַחְבִּי
H5148,נָחָה
H5149,נְחוּם
H5150,נִחוּם
H5151,נַחוּם
H5152,נָחוֹר
H5153,נָחוּשׁ
H5154,נְחוּשָׁה
H5155,נְחִילָה
H5156,נְחִיר
H5157,נָחַל
H5158,נַחַל
H5159,נַחֲלָה
H5160,נַחֲלִיאֵל
H5161,נֶחֱלָמִי
H5162,נָחַם
H5163,נַחַם
H5164,נֹחַם
H5165,נֶחָמָה
H5166,נְחֶמיָה
H5167,נַחֲמָנִי
H5168,נַחנוּ
H5169,נָחַץ
H5170,נַחַר
H5171,נַחֲרַי
H5172,נָחַשׁ
H5173,נַחַשׁ
H5174,נְחָשׁ
H5175,נָחָשׁ
H5176,נָחָשׁ
H5177,נַחשׁוֹן
H5178,נְחֹשֶׁת
H5179,נְחֻשׁתָּא
H5180,נְחֻשְׁתָּן
H5181,נָחַת
H5182,נְחַת
H5183,נַחַת
H5184,נַחַת
H5185,נָחֵת
H5186,נָטָה
H5187,נְטִיל
H5188,נְטִיפָה
H5189,נְטִישָׁה
H5190,נָטַל
H5191,נְטַל
H5192,נֵטֶל
H5193,נָטַע
H5194,נֶטַע
H5195,נָטִיַע
H5196,נְטָעִים
H5197,נָטַף
H5198,נָטָף
H5199,נְטֹפָה
H5200,נְטֹפָתִי
H5201,נָטַר
H5202,נְטַר
H5203,נָטַשׁ
H5204,נִי
H5205,נִיד
H5206,נִידָה
H5207,נִיחוֹחַ
H5208,נִיחוֹחַ
H5209,נִין
H5210,נִינְוֵה
H5211,נִיס
H5212,נִיסָן
H5213,נִיצוֹץ
H5214,נִיר
H5215,נִיר
H5216,נִיר
H5217,נָכָא
H5218,נָכֵא
H5219,נְכֹאת
H5220,נֶכֶד
H5221,נָכָה
H5222,נֵכֶה
H5223,נָכֶה
H5224,נְכוֹ
H5225,נָכוֹן
H5226,נֵכַח
H5227,נֹכַח
H5228,נָכֹחַ
H5229,נְכֹחָה
H5230,נָכַל
H5231,נֵכֶל
H5232,נְכַס
H5233,נֶכֶס
H5234,נָכַר
H5235,נֶכֶר
H5236,נֵכָר
H5237,נָכרִי
H5238,נְכֹת
H5239,נָלָה
H5240,נְמִבזֶה
H5241,נְמוּאֵל
H5242,נְמוּאֵלִי
H5243,נָמַל
H5244,נְמָלָה
H5245,נְמַר
H5246,נָמֵר
H5247,נִמרָה
H5248,נִמרוֹד
H5249,נִמרִים
H5250,נִמשִׁי
H5251,נֵס
H5252,נְסִבָּה
H5253,נָסַג
H5254,נָסָה
H5255,נָסחַ
H5256,נְסחַ
H5257,נְסִיךְ
H5258,נָסַךְ
H5259,נָסַךְ
H5260,נְסַךְ
H5261,נְסַךְ
H5262,נֶסֶךְ
H5263,נָסַס
H5264,נָסַס
H5265,נָסַע
H5266,נָסַק
H5267,נְסַק
H5268,נִסרֹךְ
H5269,נֵעָה
H5270,נֹעָה
H5271,נָעוּר
H5272,נְעִיאֵל
H5273,נָעִים
H5274,נָעַל
H5275,נַעַל
H5276,נָעֵם
H5277,נַעַם
H5278,נֹעַם
H5279,נַעֲמָה
H5280,נַעֲמִי
H5281,נָעֳמִי
H5282,נַעֲמָן
H5283,נַעֲמָן
H5284,נַעֲמָתִי
H5285,נַעֲצוּץ
H5286,נָעַר
H5287,נָעַר
H5288,נַעַר
H5289,נַעַר
H5290,נֹעַר
H5291,נַעֲרָה
H5292,נַעֲרָה
H5293,נַעֲרַי
H5294,נְעַריָה
H5295,נַעֲרָן
H5296,נְעֹרֶת
H5297,נֹף
H5298,נֶפֶג
H5299,נָפָה
H5300,נְפוּשׁסִים
H5301,נָפחַ
H5302,נֹפחַ
H5303,נְפִיל
H5304,נְפִיסִים
H5305,נָפִישׁ
H5306,נֹפֶךְ
H5307,נָפַל
H5308,נְפַל
H5309,נֶפֶל
H5310,נָפַץ
H5311,נֶפֶץ
H5312,נְפַק
H5313,נִפקָא
H5314,נָפַשׁ
H5315,נֶפֶשׁ
H5316,נֶפֶת
H5317,נֹפֶת
H5318,נֶפְתּוֹחַ
H5319,נַפְתּוּל
H5320,נַפְתֻּחִים
H5321,נַפְתָּלִי
H5322,נֵץ
H5323,נָצָא
H5324,נָצַב
H5325,נִצָּב
H5326,נִצְבָּה
H5327,נָצָה
H5328,נִצָּה
H5329,נָצחַ
H5330,נְצחַ
H5331,נֶצַח
H5332,נֵצחַ
H5333,נְצִיב
H5334,נְצִיב
H5335,נְצִיחַ
H5336,נָצִיר
H5337,נָצַל
H5338,נְצַל
H5339,נִצָּן
H5340,נָצַץ
H5341,נָצַר
H5342,נֵצֶר
H5343,נְקֵא
H5344,נָקַב
H5345,נֶקֶב
H5346,נֶקֶב
H5347,נְקֵבָה
H5348,נָקֹד
H5349,נֹקֵד
H5350,נִקֻּד
H5351,נְקֻדָּה
H5352,נָקָה
H5353,נְקוֹדָא
H5354,נָקַט
H5355,נָקִי
H5356,נִקָּיוֹן
H5357,נָקִיק
H5358,נָקַם
H5359,נָקָם
H5360,נְקָמָה
H5361,נָקַע
H5362,נָקַף
H5363,נֹקֶף
H5364,נִקפָּה
H5365,נָקַר
H5366,נְקָרָה
H5367,נָקַשׁ
H5368,נְקַשׁ
H5369,נֵר
H5370,נֵרְגַּל
H5371,נֵרְגַּל שַׁר־אֶצֶר
H5372,נִרְגָּן
H5373,נֵרְדְּ
H5374,נֵרִיָה
H5375,נָשָׂא
H5376,נְשָׂא
H5377,נָשָׁא
H5378,נָשָׁא
H5379,נִשֵּׂאת
H5380,נָשַׁב
H5381,נָשַׂג
H5382,נָשָׁה
H5383,נָשָׁה
H5384,נָשֶׁה
H5385,נְשׂוּאָה
H5386,נְשִׁי
H5387,נָשִׂיא
H5388,נְשִׁיָה
H5389,נָשִׁין
H5390,נְשִׁיקָה
H5391,נָשַׁךְ
H5392,נֶשֶׁךְ
H5393,נִשְׁכָּה
H5394,נָשַׁל
H5395,נָשַׁם
H5396,נִשׁמָא
H5397,נְשָׁמָה
H5398,נָשַׁף
H5399,נֶשֶׁף
H5400,נָשַׂק
H5401,נָשַׁק
H5402,נֶשֶׁק
H5403,נְשַׁר
H5404,נֶשֶׁר
H5405,נָשַׁת
H5406,נִשְׁתְּוָן
H5407,נִשְׁתְּוָן
H5408,נָתחַ
H5409,נֵתחַ
H5410,נָתִיב
H5411,נָתִין
H5412,נְתִין
H5413,נָתַךְ
H5414,נָתַן
H5415,נְתַן
H5416,נָתָן
H5417,נְתַנאֵל
H5418,נְתַניָה
H5419,נְתַן־מֶלֶךְ
H5420,נָתַס
H5421,נָתַע
H5422,נָתַץ
H5423,נָתַק
H5424,נֶתֶק
H5425,נָתַר
H5426,נְתַר
H5427,נֶתֶר
H5428,נָתַשׁ
H5429,סְאָה
H5430,סְאוֹן
H5431,סָאַן
H5432,סַאסְאָה
H5433,סָבָא
H5434,סְבָא
H5435,סֹבֶא
H5436,סְבָאִי
H5437,סָבַב
H5438,סִבָּה
H5439,סָבִיב
H5440,סָבַךְ
H5441,סֹבֶךְ
H5442,סְבָךְ
H5443,סַבְּכָא
H5444,סִבְּכַי
H5445,סָבַל
H5446,סְבַל
H5447,סֵבֶל
H5448,סֹבֶל
H5449,סַבָּל
H5450,סְבָלָה
H5451,סִבֹּלֶת
H5452,סְבַר
H5453,סִברַיִם
H5454,סַבְתָּא
H5455,סַבְתְּכָא
H5456,סָגַד
H5457,סְגִד
H5458,סְגוֹר
H5459,סְגֻלָּה
H5460,סְגַן
H5461,סָגָן
H5462,סָגַר
H5463,סְגַר
H5464,סַגְרִיד
H5465,סַד
H5466,סָדִין
H5467,סְדֹם
H5468,סֶדֶר
H5469,סַהַר
H5470,סֹהַר
H5471,סוֹא
H5472,סוּג
H5473,סוּג
H5474,סוּגַר
H5475,סוֹד
H5476,סוֹדִי
H5477,סוּחַ
H5478,סוּחָה
H5479,סוֹטַי
H5480,סוּךְ
H5481,סוּמפּוֹנְיָה
H5482,סְוֵנֵה
H5483,סוּס
H5484,סוּסָה
H5485,סוּסִי
H5486,סוּף
H5487,סוּף
H5488,סוּף
H5489,סוּף
H5490,סוֹף
H5491,סוֹף
H5492,סוּפָה
H5493,סוּר
H5494,סוּר
H5495,סוּר
H5496,סוּת
H5497,סוּת
H5498,סָחַב
H5499,סְחָבָה
H5500,סָחָה
H5501,סְחִי
H5502,סָחַף
H5503,סָחַר
H5504,סַחַר
H5505,סָחַר
H5506,סְחֹרָה
H5507,סֹחֵרָה
H5508,סֹחֶרֶת
H5509,סִיג
H5510,סִיוָן
H5511,סִיחוֹן
H5512,סִין
H5513,סִינִי
H5514,סִינַי
H5515,סִינִים
H5516,סִיסְרָא
H5517,סִיעָא
H5518,סִיר
H5519,סָךְ
H5520,סֹךְ
H5521,סֻכָּה
H5522,סִכּוּת
H5523,סֻכּוֹת
H5524,סֻכּוֹת בְּנוֹת
H5525,סֻכִּי
H5526,סָכַךְ
H5527,סְכָכָה
H5528,סָכַל
H5529,סֶכֶל
H5530,סָכָל
H5531,סִכלוּת
H5532,סָכַן
H5533,סָכַן
H5534,סָכַר
H5535,סָכַת
H5536,סַל
H5537,סָלָא
H5538,סִלָּא
H5539,סָלַד
H5540,סֶלֶד
H5541,סָלָה
H5542,סֶלָה
H5543,סַלּוּ
H5544,סִלּוֹן
H5545,סָלחַ
H5546,סַלָּח
H5547,סְלִיחָה
H5548,סַלְכָה
H5549,סָלַל
H5550,סֹלְלָה
H5551,סֻלָּם
H5552,סַלסִלָּה
H5553,סֶלַע
H5554,סֶלַע
H5555,סֶלַע הַמַּחלְקוֹת
H5556,סָלעָם
H5557,סָלַף
H5558,סֶלֶף
H5559,סְלִק
H5560,סֹלֶת
H5561,סַם
H5562,סַמְגַּר נְבוֹ
H5563,סְמָדַר
H5564,סָמַךְ
H5565,סְמַכיָהוּ
H5566,סֶמֶל
H5567,סָמַן
H5568,סָמַר
H5569,סָמָר
H5570,סְנָאָה
H5571,סַנְבַלַּט
H5572,סְנֶה
H5573,סֶנֶה
H5574,סְנוּאָה
H5575,סַנוֵר
H5576,סַנְחֵרִיב
H5577,סַנסִן
H5578,סַנסַנָּה
H5579,סְנַפִּיר
H5580,סָס
H5581,סִסמַי
H5582,סָעַד
H5583,סְעַד
H5584,סָעָה
H5585,סָעִיף
H5586,סָעַף
H5587,סָעִף
H5588,סֵעֵף
H5589,סְעַפָּה
H5590,סָעַר
H5591,סַעַר
H5592,סַף
H5593,סַף
H5594,סָפַד
H5595,סָפָה
H5596,סָפַח
H5597,סַפַּחַת
H5598,סִפַּי
H5599,סָפִיחַ
H5600,סְפִינָה
H5601,סַפִּיר
H5602,סֵפֶל
H5603,סָפַן
H5604,סִפֻּן
H5605,סָפַף
H5606,סָפַק
H5607,סֵפֶק
H5608,סָפַר
H5609,סְפַר
H5610,סְפָר
H5611,סְפָר
H5612,סֵפֶר
H5613,סָפֵר
H5614,סְפָרָד
H5615,סְפֹרָה
H5616,סְפַרוִי
H5617,סְפַרוַיִם
H5618,סֹפֶרֶת
H5619,סָקַל
H5620,סַר
H5621,סָרָב
H5622,סַרְבַּל
H5623,סַרְגּוֹן
H5624,סֶרֶד
H5625,סַרְדִּי
H5626,סִרָה
H5627,סָרָה
H5628,סָרחַ
H5629,סֶרחַ
H5630,סִרְיֹן
H5631,סָרִיס
H5632,סָרֵךְ
H5633,סֶרֶן
H5634,סַרעַפָּה
H5635,סָרַף
H5636,סַרפָּד
H5637,סָרַר
H5638,סְתָו
H5639,סְתוּר
H5640,סָתַם
H5641,סָתַר
H5642,סְתַר
H5643,סֵתֶר
H5644,סִתרִי
H5645,עָב
H5646,עָב
H5647,עָבַד
H5648,עֲבַד
H5649,עֲבַד
H5650,עֶבֶד
H5651,עֶבֶד
H5652,עֲבָד
H5653,עַבְדָּא
H5654,עֹבֵד אֱדֹם
H5655,עַבְדֶּאֵל
H5656,עֲבֹדָה
H5657,עֲבֻדָּה
H5658,עַבְדּוֹן
H5659,עַבְדוּת
H5660,עַבְדִּי
H5661,עַבְדִּיאֵל
H5662,עֹבַדיָה
H5663,עֶבֶד מֶלֶךְ
H5664,עֲבֵד נְגוֹ
H5665,עֲבֵד נְגוֹא
H5666,עָבָה
H5667,עֲבוֹט
H5668,עָבוּר
H5669,עָבוּר
H5670,עָבַט
H5671,עַבְטִיט
H5672,עֲבִי
H5673,עֲבִידָה
H5674,עָבַר
H5675,עֲבַר
H5676,עֵבֶר
H5677,עֵבֶר
H5678,עֶברָה
H5679,עֲבָרָה
H5680,עִברִי
H5681,עִברִי
H5682,עֲבָרִים
H5683,עֶברֹן
H5684,עֶברֹנָה
H5685,עָבַשׁ
H5686,עָבַת
H5687,עָבֹת
H5688,עֲבֹת
H5689,עָגַב
H5690,עֶגֶב
H5691,עֲגָבָה
H5692,עֻגָּה
H5693,עָגוּר
H5694,עָגִיל
H5695,עֵגֶל
H5696,עָגֹל
H5697,עֶגלָה
H5698,עֶגלָה
H5699,עֲגָלָה
H5700,עֶגלוֹן
H5701,עָגַם
H5702,עָגַן
H5703,עַד
H5704,עַד
H5705,עַד
H5706,עַד
H5707,עֵד
H5708,עֵד
H5709,עֲדָא
H5710,עָדָה
H5711,עָדָה
H5712,עֵדָה
H5713,עֵדָה
H5714,עִדּוֹ
H5715,עֵדוּת
H5716,עֲדִי
H5717,עֲדִיאֵל
H5718,עֲדָיָה
H5719,עָדִין
H5720,עָדִין
H5721,עֲדִינָא
H5722,עֲדִינוֹ
H5723,עֲדִיתַיִם
H5724,עַדלַי
H5725,עֲדֻלָּם
H5726,עֲדֻלָּמִי
H5727,עָדַן
H5728,עֲדֶן
H5729,עֶדֶן
H5730,עֵדֶן
H5731,עֵדֶן
H5732,עִדָּן
H5733,עַדנָא
H5734,עַדנָה
H5735,עֲדעָדָה
H5736,עָדַף
H5737,עָדַר
H5738,עֶדֶר
H5739,עֵדֶר
H5740,עֵדֶר
H5741,עַדרִיאֵל
H5742,עָדָשׁ
H5743,עוּב
H5744,עוֹבֵד
H5745,עוֹבָל
H5746,עוּג
H5747,עוֹג
H5748,עוּגָב
H5749,עוּד
H5750,עוֹד
H5751,עוֹד
H5752,עוֹדֵד
H5753,עָוָה
H5754,עַוָּה
H5755,עִוָּה
H5756,עוּז
H5757,עַוִּי
H5758,עִויָא
H5759,עֲוִיל
H5760,עֲוִיל
H5761,עַוִּים
H5762,עֲוִית
H5763,עוּל
H5764,עוּל
H5765,עָוַל
H5766,עֶוֶל
H5767,עַוָּל
H5768,עוֹלֵל
H5769,עוֹלָם
H5770,עָוַן
H5771,עָוֹן
H5772,עוֹנָה
H5773,עַועֶה
H5774,עוּף
H5775,עוֹף
H5776,עוֹף
H5777,עוֹפֶרֶת
H5778,עוֹפַי
H5779,עוּץ
H5780,עוּץ
H5781,עוּק
H5782,עוּר
H5783,עוּר
H5784,עוּר
H5785,עוֹר
H5786,עָוַר
H5787,עִוֵּר
H5788,עִוָּרוֹן
H5789,עוּשׁ
H5790,עוּת
H5791,עָוַת
H5792,עַוָּתָה
H5793,עוּתַי
H5794,עַז
H5795,עֵז
H5796,עֵז
H5797,עֹז
H5798,עֻזָּא
H5799,עֲזָאזֵל
H5800,עָזַב
H5801,עִזָּבוֹן
H5802,עַזְבּוּק
H5803,עַזְגָּד
H5804,עַזָּה
H5805,עֲזוּבָה
H5806,עֲזוּבָה
H5807,עֱזוּז
H5808,עִזּוּז
H5809,עַזּוּר
H5810,עָזַז
H5811,עָזָז
H5812,עֲזַזיָהוּ
H5813,עֻזִּי
H5814,עֻזִּיָּא
H5815,עֲזִיאֵל
H5816,עֻזִּיאֵל
H5817,עָזִּיאֵלִי
H5818,עֻזִּיָּה
H5819,עֲזִיזָא
H5820,עַזמָוֶת
H5821,עַזָּן
H5822,עָזנִיָה
H5823,עָזַק
H5824,עִזקָא
H5825,עֲזֵקָה
H5826,עָזַר
H5827,עֶזֶר
H5828,עֵזֶר
H5829,עֵזֶר
H5830,עֶזרָא
H5831,עֶזרָא
H5832,עֲזַראֵל
H5833,עֶזרָה
H5834,עֶזרָה
H5835,עֲזָרָה
H5836,עֶזרִי
H5837,עַזרִיאֵל
H5838,עֲזַריָה
H5839,עֲזַריָה
H5840,עַזרִיקָם
H5841,עַזָּתִי
H5842,עֵט
H5843,עֵטָא
H5844,עָטָה
H5845,עֲטִין
H5846,עֲטִישָׁה
H5847,עֲטַלֵּף
H5848,עָטַף
H5849,עָטַר
H5850,עֲטָרָה
H5851,עֲטָרָה
H5852,עֲטָרוֹת
H5853,עַטרוֹת אַדָּר
H5854,עַטְרוֹת בֵּית יוֹאָב
H5855,עַטְרוֹת שׁוֹפָן
H5856,עִי
H5857,עַי
H5858,עֵיבָל
H5859,עִיוֹן
H5860,עִיט
H5861,עַיִט
H5862,עֵיטָם
H5863,עִיֵי הָעֲבָרִים
H5864,עִיִים
H5865,עֵילוֹם
H5866,עִילַי
H5867,עֵילָם
H5868,עֲיָם
H5869,עַיִן
H5870,עַיִן
H5871,עַיִן
H5872,עֵין גֶּדִי
H5873,עֵין גַּנִּים
H5874,עֵין־דֹּאר
H5875,עֵין הַקּוֹרֵא
H5876,עֵין חַדָּה
H5877,עֵין חָצוֹר
H5878,עֵין חֲרֹד
H5879,עֵינַיִם
H5880,עֵין מִשׁפָּט
H5881,עֵינָן
H5882,עֵין עֶגלַיִם
H5883,עֵין רֹגֵל
H5884,עֵין רִמּוֹן
H5885,עֵין שֶׁמֶשׁ
H5886,עֵין תַּנִּים
H5887,עֵין תַּפּוּחַ
H5888,עָיֵף
H5889,עָיֵף
H5890,עֵיפָה
H5891,עֵיפָה
H5892,עִיר
H5893,עִיר
H5894,עִיר
H5895,עַיִר
H5896,עִירָא
H5897,עִירָד
H5898,עִיר הַמֶּלחַ
H5899,עִיר הַתְּמָרִים
H5900,עִירוּ
H5901,עִירִי
H5902,עִירָם
H5903,עֵירֹם
H5904,עִיר נָחָשׁ
H5905,עִיר שֶׁמֶשׁ
H5906,עַיִשׁ
H5907,עַכְבּוֹר
H5908,עַכָּבִישׁ
H5909,עַכְבָּר
H5910,עַכּוֹ
H5911,עָכוֹר
H5912,עָכָן
H5913,עָכַס
H5914,עֶכֶס
H5915,עַכסָה
H5916,עָכַר
H5917,עָכָר
H5918,עָכרָן
H5919,עַכשׁוּב
H5920,עַל
H5921,עַל
H5922,עַל
H5923,עֹל
H5924,עֵלָּא
H5925,עֻלָּא
H5926,עִלֵּג
H5927,עָלָה
H5928,עֲלָה
H5929,עָלֶה
H5930,עֹלָה
H5931,עִלָּה
H5932,עַלוָה
H5933,עַלוָה
H5934,עָלוּם
H5935,עַלוָן
H5936,עֲלוּקָה
H5937,עָלַז
H5938,עָלֵז
H5939,עֲלָטָה
H5940,עֱלִי
H5941,עֵלִי
H5942,עִלִּי
H5943,עִלַּי
H5944,עֲלִיָה
H5945,עֶליוֹן
H5946,עֶליוֹן
H5947,עַלִּיז
H5948,עֲלִיל
H5949,עֲלִילָה
H5950,עֲלִילִיָה
H5951,עֲלִיצוּת
H5952,עַלִּית
H5953,עָלַל
H5954,עֲלַל
H5955,עֹלֵלָה
